id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col,year,month
5489,0,9,9,9,90,9.89999961853,90.9,07/03/10,9,2010-07-03 00:29:01.260,2010,7
5490,1,0,0,0,0,0.0,0.0,07/04/10,0,2010-07-04 00:30:01.350,2010,7
5491,0,1,1,1,10,1.10000002384,10.1,07/04/10,1,2010-07-04 00:31:01.350,2010,7
5492,1,2,2,2,20,2.20000004768,20.2,07/04/10,2,2010-07-04 00:32:01.360,2010,7
5493,0,3,3,3,30,3.29999995232,30.3,07/04/10,3,2010-07-04 00:33:01.380,2010,7
5494,1,4,4,4,40,4.40000009537,40.4,07/04/10,4,2010-07-04 00:34:01.410,2010,7
5495,0,5,5,5,50,5.5,50.5,07/04/10,5,2010-07-04 00:35:01.450,2010,7
5496,1,6,6,6,60,6.59999990463,60.6,07/04/10,6,2010-07-04 00:36:01.500,2010,7
5497,0,7,7,7,70,7.69999980927,70.7,07/04/10,7,2010-07-04 00:37:01.560,2010,7
5498,1,8,8,8,80,8.80000019073,80.8,07/04/10,8,2010-07-04 00:38:01.630,2010,7
5499,0,9,9,9,90,9.89999961853,90.9,07/04/10,9,2010-07-04 00:39:01.710,2010,7
5500,1,0,0,0,0,0.0,0.0,07/05/10,0,2010-07-05 00:40:01.800,2010,7
5501,0,1,1,1,10,1.10000002384,10.1,07/05/10,1,2010-07-05 00:41:01.800,2010,7
5502,1,2,2,2,20,2.20000004768,20.2,07/05/10,2,2010-07-05 00:42:01.810,2010,7
5503,0,3,3,3,30,3.29999995232,30.3,07/05/10,3,2010-07-05 00:43:01.830,2010,7
5504,1,4,4,4,40,4.40000009537,40.4,07/05/10,4,2010-07-05 00:44:01.860,2010,7
5505,0,5,5,5,50,5.5,50.5,07/05/10,5,2010-07-05 00:45:01.900,2010,7
5506,1,6,6,6,60,6.59999990463,60.6,07/05/10,6,2010-07-05 00:46:01.950,2010,7
5507,0,7,7,7,70,7.69999980927,70.7,07/05/10,7,2010-07-05 00:47:02.100,2010,7
5508,1,8,8,8,80,8.80000019073,80.8,07/05/10,8,2010-07-05 00:48:02.800,2010,7
5509,0,9,9,9,90,9.89999961853,90.9,07/05/10,9,2010-07-05 00:49:02.160,2010,7
5510,1,0,0,0,0,0.0,0.0,07/06/10,0,2010-07-06 00:50:02.250,2010,7
5511,0,1,1,1,10,1.10000002384,10.1,07/06/10,1,2010-07-06 00:51:02.250,2010,7
5512,1,2,2,2,20,2.20000004768,20.2,07/06/10,2,2010-07-06 00:52:02.260,2010,7
5513,0,3,3,3,30,3.29999995232,30.3,07/06/10,3,2010-07-06 00:53:02.280,2010,7
5514,1,4,4,4,40,4.40000009537,40.4,07/06/10,4,2010-07-06 00:54:02.310,2010,7
5515,0,5,5,5,50,5.5,50.5,07/06/10,5,2010-07-06 00:55:02.350,2010,7
5516,1,6,6,6,60,6.59999990463,60.6,07/06/10,6,2010-07-06 00:56:02.400,2010,7
5517,0,7,7,7,70,7.69999980927,70.7,07/06/10,7,2010-07-06 00:57:02.460,2010,7
5518,1,8,8,8,80,8.80000019073,80.8,07/06/10,8,2010-07-06 00:58:02.530,2010,7
5519,0,9,9,9,90,9.89999961853,90.9,07/06/10,9,2010-07-06 00:59:02.610,2010,7
5520,1,0,0,0,0,0.0,0.0,07/07/10,0,2010-07-07 01:00:02.700,2010,7
5521,0,1,1,1,10,1.10000002384,10.1,07/07/10,1,2010-07-07 01:01:02.700,2010,7
5522,1,2,2,2,20,2.20000004768,20.2,07/07/10,2,2010-07-07 01:02:02.710,2010,7
5523,0,3,3,3,30,3.29999995232,30.3,07/07/10,3,2010-07-07 01:03:02.730,2010,7
5524,1,4,4,4,40,4.40000009537,40.4,07/07/10,4,2010-07-07 01:04:02.760,2010,7
5525,0,5,5,5,50,5.5,50.5,07/07/10,5,2010-07-07 01:05:02.800,2010,7
5526,1,6,6,6,60,6.59999990463,60.6,07/07/10,6,2010-07-07 01:06:02.850,2010,7
5527,0,7,7,7,70,7.69999980927,70.7,07/07/10,7,2010-07-07 01:07:02.910,2010,7
5528,1,8,8,8,80,8.80000019073,80.8,07/07/10,8,2010-07-07 01:08:02.980,2010,7
5529,0,9,9,9,90,9.89999961853,90.9,07/07/10,9,2010-07-07 01:09:03.600,2010,7
5530,1,0,0,0,0,0.0,0.0,07/08/10,0,2010-07-08 01:10:03.150,2010,7
5531,0,1,1,1,10,1.10000002384,10.1,07/08/10,1,2010-07-08 01:11:03.150,2010,7
5532,1,2,2,2,20,2.20000004768,20.2,07/08/10,2,2010-07-08 01:12:03.160,2010,7
5533,0,3,3,3,30,3.29999995232,30.3,07/08/10,3,2010-07-08 01:13:03.180,2010,7
5534,1,4,4,4,40,4.40000009537,40.4,07/08/10,4,2010-07-08 01:14:03.210,2010,7
5535,0,5,5,5,50,5.5,50.5,07/08/10,5,2010-07-08 01:15:03.250,2010,7
5536,1,6,6,6,60,6.59999990463,60.6,07/08/10,6,2010-07-08 01:16:03.300,2010,7
5537,0,7,7,7,70,7.69999980927,70.7,07/08/10,7,2010-07-08 01:17:03.360,2010,7
5538,1,8,8,8,80,8.80000019073,80.8,07/08/10,8,2010-07-08 01:18:03.430,2010,7
5539,0,9,9,9,90,9.89999961853,90.9,07/08/10,9,2010-07-08 01:19:03.510,2010,7
5540,1,0,0,0,0,0.0,0.0,07/09/10,0,2010-07-09 01:20:03.600,2010,7
5541,0,1,1,1,10,1.10000002384,10.1,07/09/10,1,2010-07-09 01:21:03.600,2010,7
5542,1,2,2,2,20,2.20000004768,20.2,07/09/10,2,2010-07-09 01:22:03.610,2010,7
5543,0,3,3,3,30,3.29999995232,30.3,07/09/10,3,2010-07-09 01:23:03.630,2010,7
5544,1,4,4,4,40,4.40000009537,40.4,07/09/10,4,2010-07-09 01:24:03.660,2010,7
5545,0,5,5,5,50,5.5,50.5,07/09/10,5,2010-07-09 01:25:03.700,2010,7
5546,1,6,6,6,60,6.59999990463,60.6,07/09/10,6,2010-07-09 01:26:03.750,2010,7
5547,0,7,7,7,70,7.69999980927,70.7,07/09/10,7,2010-07-09 01:27:03.810,2010,7
5548,1,8,8,8,80,8.80000019073,80.8,07/09/10,8,2010-07-09 01:28:03.880,2010,7
5549,0,9,9,9,90,9.89999961853,90.9,07/09/10,9,2010-07-09 01:29:03.960,2010,7
5550,1,0,0,0,0,0.0,0.0,07/10/10,0,2010-07-10 01:30:04.500,2010,7
5551,0,1,1,1,10,1.10000002384,10.1,07/10/10,1,2010-07-10 01:31:04.500,2010,7
5552,1,2,2,2,20,2.20000004768,20.2,07/10/10,2,2010-07-10 01:32:04.600,2010,7
5553,0,3,3,3,30,3.29999995232,30.3,07/10/10,3,2010-07-10 01:33:04.800,2010,7
5554,1,4,4,4,40,4.40000009537,40.4,07/10/10,4,2010-07-10 01:34:04.110,2010,7
5555,0,5,5,5,50,5.5,50.5,07/10/10,5,2010-07-10 01:35:04.150,2010,7
5556,1,6,6,6,60,6.59999990463,60.6,07/10/10,6,2010-07-10 01:36:04.200,2010,7
5557,0,7,7,7,70,7.69999980927,70.7,07/10/10,7,2010-07-10 01:37:04.260,2010,7
5558,1,8,8,8,80,8.80000019073,80.8,07/10/10,8,2010-07-10 01:38:04.330,2010,7
5559,0,9,9,9,90,9.89999961853,90.9,07/10/10,9,2010-07-10 01:39:04.410,2010,7
5560,1,0,0,0,0,0.0,0.0,07/11/10,0,2010-07-11 01:40:04.500,2010,7
5561,0,1,1,1,10,1.10000002384,10.1,07/11/10,1,2010-07-11 01:41:04.500,2010,7
5562,1,2,2,2,20,2.20000004768,20.2,07/11/10,2,2010-07-11 01:42:04.510,2010,7
5563,0,3,3,3,30,3.29999995232,30.3,07/11/10,3,2010-07-11 01:43:04.530,2010,7
5564,1,4,4,4,40,4.40000009537,40.4,07/11/10,4,2010-07-11 01:44:04.560,2010,7
5565,0,5,5,5,50,5.5,50.5,07/11/10,5,2010-07-11 01:45:04.600,2010,7
5566,1,6,6,6,60,6.59999990463,60.6,07/11/10,6,2010-07-11 01:46:04.650,2010,7
5567,0,7,7,7,70,7.69999980927,70.7,07/11/10,7,2010-07-11 01:47:04.710,2010,7
5568,1,8,8,8,80,8.80000019073,80.8,07/11/10,8,2010-07-11 01:48:04.780,2010,7
5569,0,9,9,9,90,9.89999961853,90.9,07/11/10,9,2010-07-11 01:49:04.860,2010,7
5570,1,0,0,0,0,0.0,0.0,07/12/10,0,2010-07-12 01:50:04.950,2010,7
5571,0,1,1,1,10,1.10000002384,10.1,07/12/10,1,2010-07-12 01:51:04.950,2010,7
5572,1,2,2,2,20,2.20000004768,20.2,07/12/10,2,2010-07-12 01:52:04.960,2010,7
5573,0,3,3,3,30,3.29999995232,30.3,07/12/10,3,2010-07-12 01:53:04.980,2010,7
5574,1,4,4,4,40,4.40000009537,40.4,07/12/10,4,2010-07-12 01:54:05.100,2010,7
5575,0,5,5,5,50,5.5,50.5,07/12/10,5,2010-07-12 01:55:05.500,2010,7
5576,1,6,6,6,60,6.59999990463,60.6,07/12/10,6,2010-07-12 01:56:05.100,2010,7
5577,0,7,7,7,70,7.69999980927,70.7,07/12/10,7,2010-07-12 01:57:05.160,2010,7
5578,1,8,8,8,80,8.80000019073,80.8,07/12/10,8,2010-07-12 01:58:05.230,2010,7
5579,0,9,9,9,90,9.89999961853,90.9,07/12/10,9,2010-07-12 01:59:05.310,2010,7
5580,1,0,0,0,0,0.0,0.0,07/13/10,0,2010-07-13 02:00:05.400,2010,7
5581,0,1,1,1,10,1.10000002384,10.1,07/13/10,1,2010-07-13 02:01:05.400,2010,7
5582,1,2,2,2,20,2.20000004768,20.2,07/13/10,2,2010-07-13 02:02:05.410,2010,7
5583,0,3,3,3,30,3.29999995232,30.3,07/13/10,3,2010-07-13 02:03:05.430,2010,7
5584,1,4,4,4,40,4.40000009537,40.4,07/13/10,4,2010-07-13 02:04:05.460,2010,7
5585,0,5,5,5,50,5.5,50.5,07/13/10,5,2010-07-13 02:05:05.500,2010,7
5586,1,6,6,6,60,6.59999990463,60.6,07/13/10,6,2010-07-13 02:06:05.550,2010,7
5587,0,7,7,7,70,7.69999980927,70.7,07/13/10,7,2010-07-13 02:07:05.610,2010,7
5588,1,8,8,8,80,8.80000019073,80.8,07/13/10,8,2010-07-13 02:08:05.680,2010,7
5589,0,9,9,9,90,9.89999961853,90.9,07/13/10,9,2010-07-13 02:09:05.760,2010,7
5590,1,0,0,0,0,0.0,0.0,07/14/10,0,2010-07-14 02:10:05.850,2010,7
5591,0,1,1,1,10,1.10000002384,10.1,07/14/10,1,2010-07-14 02:11:05.850,2010,7
5592,1,2,2,2,20,2.20000004768,20.2,07/14/10,2,2010-07-14 02:12:05.860,2010,7
5593,0,3,3,3,30,3.29999995232,30.3,07/14/10,3,2010-07-14 02:13:05.880,2010,7
5594,1,4,4,4,40,4.40000009537,40.4,07/14/10,4,2010-07-14 02:14:05.910,2010,7
5595,0,5,5,5,50,5.5,50.5,07/14/10,5,2010-07-14 02:15:05.950,2010,7
5596,1,6,6,6,60,6.59999990463,60.6,07/14/10,6,2010-07-14 02:16:06.000,2010,7
5597,0,7,7,7,70,7.69999980927,70.7,07/14/10,7,2010-07-14 02:17:06.600,2010,7
5598,1,8,8,8,80,8.80000019073,80.8,07/14/10,8,2010-07-14 02:18:06.130,2010,7
5599,0,9,9,9,90,9.89999961853,90.9,07/14/10,9,2010-07-14 02:19:06.210,2010,7
5600,1,0,0,0,0,0.0,0.0,07/15/10,0,2010-07-15 02:20:06.300,2010,7
5601,0,1,1,1,10,1.10000002384,10.1,07/15/10,1,2010-07-15 02:21:06.300,2010,7
5602,1,2,2,2,20,2.20000004768,20.2,07/15/10,2,2010-07-15 02:22:06.310,2010,7
5603,0,3,3,3,30,3.29999995232,30.3,07/15/10,3,2010-07-15 02:23:06.330,2010,7
5604,1,4,4,4,40,4.40000009537,40.4,07/15/10,4,2010-07-15 02:24:06.360,2010,7
5605,0,5,5,5,50,5.5,50.5,07/15/10,5,2010-07-15 02:25:06.400,2010,7
5606,1,6,6,6,60,6.59999990463,60.6,07/15/10,6,2010-07-15 02:26:06.450,2010,7
5607,0,7,7,7,70,7.69999980927,70.7,07/15/10,7,2010-07-15 02:27:06.510,2010,7
5608,1,8,8,8,80,8.80000019073,80.8,07/15/10,8,2010-07-15 02:28:06.580,2010,7
5609,0,9,9,9,90,9.89999961853,90.9,07/15/10,9,2010-07-15 02:29:06.660,2010,7
5610,1,0,0,0,0,0.0,0.0,07/16/10,0,2010-07-16 02:30:06.750,2010,7
5611,0,1,1,1,10,1.10000002384,10.1,07/16/10,1,2010-07-16 02:31:06.750,2010,7
5612,1,2,2,2,20,2.20000004768,20.2,07/16/10,2,2010-07-16 02:32:06.760,2010,7
5613,0,3,3,3,30,3.29999995232,30.3,07/16/10,3,2010-07-16 02:33:06.780,2010,7
5614,1,4,4,4,40,4.40000009537,40.4,07/16/10,4,2010-07-16 02:34:06.810,2010,7
5615,0,5,5,5,50,5.5,50.5,07/16/10,5,2010-07-16 02:35:06.850,2010,7
5616,1,6,6,6,60,6.59999990463,60.6,07/16/10,6,2010-07-16 02:36:06.900,2010,7
5617,0,7,7,7,70,7.69999980927,70.7,07/16/10,7,2010-07-16 02:37:06.960,2010,7
5618,1,8,8,8,80,8.80000019073,80.8,07/16/10,8,2010-07-16 02:38:07.300,2010,7
5619,0,9,9,9,90,9.89999961853,90.9,07/16/10,9,2010-07-16 02:39:07.110,2010,7
5620,1,0,0,0,0,0.0,0.0,07/17/10,0,2010-07-17 02:40:07.200,2010,7
5621,0,1,1,1,10,1.10000002384,10.1,07/17/10,1,2010-07-17 02:41:07.200,2010,7
5622,1,2,2,2,20,2.20000004768,20.2,07/17/10,2,2010-07-17 02:42:07.210,2010,7
5623,0,3,3,3,30,3.29999995232,30.3,07/17/10,3,2010-07-17 02:43:07.230,2010,7
5624,1,4,4,4,40,4.40000009537,40.4,07/17/10,4,2010-07-17 02:44:07.260,2010,7
5625,0,5,5,5,50,5.5,50.5,07/17/10,5,2010-07-17 02:45:07.300,2010,7
5626,1,6,6,6,60,6.59999990463,60.6,07/17/10,6,2010-07-17 02:46:07.350,2010,7
5627,0,7,7,7,70,7.69999980927,70.7,07/17/10,7,2010-07-17 02:47:07.410,2010,7
5628,1,8,8,8,80,8.80000019073,80.8,07/17/10,8,2010-07-17 02:48:07.480,2010,7
5629,0,9,9,9,90,9.89999961853,90.9,07/17/10,9,2010-07-17 02:49:07.560,2010,7
5630,1,0,0,0,0,0.0,0.0,07/18/10,0,2010-07-18 02:50:07.650,2010,7
5631,0,1,1,1,10,1.10000002384,10.1,07/18/10,1,2010-07-18 02:51:07.650,2010,7
5632,1,2,2,2,20,2.20000004768,20.2,07/18/10,2,2010-07-18 02:52:07.660,2010,7
5633,0,3,3,3,30,3.29999995232,30.3,07/18/10,3,2010-07-18 02:53:07.680,2010,7
5634,1,4,4,4,40,4.40000009537,40.4,07/18/10,4,2010-07-18 02:54:07.710,2010,7
5635,0,5,5,5,50,5.5,50.5,07/18/10,5,2010-07-18 02:55:07.750,2010,7
5636,1,6,6,6,60,6.59999990463,60.6,07/18/10,6,2010-07-18 02:56:07.800,2010,7
5637,0,7,7,7,70,7.69999980927,70.7,07/18/10,7,2010-07-18 02:57:07.860,2010,7
5638,1,8,8,8,80,8.80000019073,80.8,07/18/10,8,2010-07-18 02:58:07.930,2010,7
5639,0,9,9,9,90,9.89999961853,90.9,07/18/10,9,2010-07-18 02:59:08.100,2010,7
5640,1,0,0,0,0,0.0,0.0,07/19/10,0,2010-07-19 03:00:08.100,2010,7
5641,0,1,1,1,10,1.10000002384,10.1,07/19/10,1,2010-07-19 03:01:08.100,2010,7
5642,1,2,2,2,20,2.20000004768,20.2,07/19/10,2,2010-07-19 03:02:08.110,2010,7
5643,0,3,3,3,30,3.29999995232,30.3,07/19/10,3,2010-07-19 03:03:08.130,2010,7
5644,1,4,4,4,40,4.40000009537,40.4,07/19/10,4,2010-07-19 03:04:08.160,2010,7
5645,0,5,5,5,50,5.5,50.5,07/19/10,5,2010-07-19 03:05:08.200,2010,7
5646,1,6,6,6,60,6.59999990463,60.6,07/19/10,6,2010-07-19 03:06:08.250,2010,7
5647,0,7,7,7,70,7.69999980927,70.7,07/19/10,7,2010-07-19 03:07:08.310,2010,7
5648,1,8,8,8,80,8.80000019073,80.8,07/19/10,8,2010-07-19 03:08:08.380,2010,7
5649,0,9,9,9,90,9.89999961853,90.9,07/19/10,9,2010-07-19 03:09:08.460,2010,7
5650,1,0,0,0,0,0.0,0.0,07/20/10,0,2010-07-20 03:10:08.550,2010,7
5651,0,1,1,1,10,1.10000002384,10.1,07/20/10,1,2010-07-20 03:11:08.550,2010,7
5652,1,2,2,2,20,2.20000004768,20.2,07/20/10,2,2010-07-20 03:12:08.560,2010,7
5653,0,3,3,3,30,3.29999995232,30.3,07/20/10,3,2010-07-20 03:13:08.580,2010,7
5654,1,4,4,4,40,4.40000009537,40.4,07/20/10,4,2010-07-20 03:14:08.610,2010,7
5655,0,5,5,5,50,5.5,50.5,07/20/10,5,2010-07-20 03:15:08.650,2010,7
5656,1,6,6,6,60,6.59999990463,60.6,07/20/10,6,2010-07-20 03:16:08.700,2010,7
5657,0,7,7,7,70,7.69999980927,70.7,07/20/10,7,2010-07-20 03:17:08.760,2010,7
5658,1,8,8,8,80,8.80000019073,80.8,07/20/10,8,2010-07-20 03:18:08.830,2010,7
5659,0,9,9,9,90,9.89999961853,90.9,07/20/10,9,2010-07-20 03:19:08.910,2010,7
5660,1,0,0,0,0,0.0,0.0,07/21/10,0,2010-07-21 03:20:09.000,2010,7
5661,0,1,1,1,10,1.10000002384,10.1,07/21/10,1,2010-07-21 03:21:09.000,2010,7
5662,1,2,2,2,20,2.20000004768,20.2,07/21/10,2,2010-07-21 03:22:09.100,2010,7
5663,0,3,3,3,30,3.29999995232,30.3,07/21/10,3,2010-07-21 03:23:09.300,2010,7
5664,1,4,4,4,40,4.40000009537,40.4,07/21/10,4,2010-07-21 03:24:09.600,2010,7
5665,0,5,5,5,50,5.5,50.5,07/21/10,5,2010-07-21 03:25:09.100,2010,7
5666,1,6,6,6,60,6.59999990463,60.6,07/21/10,6,2010-07-21 03:26:09.150,2010,7
5667,0,7,7,7,70,7.69999980927,70.7,07/21/10,7,2010-07-21 03:27:09.210,2010,7
5668,1,8,8,8,80,8.80000019073,80.8,07/21/10,8,2010-07-21 03:28:09.280,2010,7
5669,0,9,9,9,90,9.89999961853,90.9,07/21/10,9,2010-07-21 03:29:09.360,2010,7
5670,1,0,0,0,0,0.0,0.0,07/22/10,0,2010-07-22 03:30:09.450,2010,7
5671,0,1,1,1,10,1.10000002384,10.1,07/22/10,1,2010-07-22 03:31:09.450,2010,7
5672,1,2,2,2,20,2.20000004768,20.2,07/22/10,2,2010-07-22 03:32:09.460,2010,7
5673,0,3,3,3,30,3.29999995232,30.3,07/22/10,3,2010-07-22 03:33:09.480,2010,7
5674,1,4,4,4,40,4.40000009537,40.4,07/22/10,4,2010-07-22 03:34:09.510,2010,7
5675,0,5,5,5,50,5.5,50.5,07/22/10,5,2010-07-22 03:35:09.550,2010,7
5676,1,6,6,6,60,6.59999990463,60.6,07/22/10,6,2010-07-22 03:36:09.600,2010,7
5677,0,7,7,7,70,7.69999980927,70.7,07/22/10,7,2010-07-22 03:37:09.660,2010,7
5678,1,8,8,8,80,8.80000019073,80.8,07/22/10,8,2010-07-22 03:38:09.730,2010,7
5679,0,9,9,9,90,9.89999961853,90.9,07/22/10,9,2010-07-22 03:39:09.810,2010,7
5680,1,0,0,0,0,0.0,0.0,07/23/10,0,2010-07-23 03:40:09.900,2010,7
5681,0,1,1,1,10,1.10000002384,10.1,07/23/10,1,2010-07-23 03:41:09.900,2010,7
5682,1,2,2,2,20,2.20000004768,20.2,07/23/10,2,2010-07-23 03:42:09.910,2010,7
5683,0,3,3,3,30,3.29999995232,30.3,07/23/10,3,2010-07-23 03:43:09.930,2010,7
5684,1,4,4,4,40,4.40000009537,40.4,07/23/10,4,2010-07-23 03:44:09.960,2010,7
5685,0,5,5,5,50,5.5,50.5,07/23/10,5,2010-07-23 03:45:10.000,2010,7
5686,1,6,6,6,60,6.59999990463,60.6,07/23/10,6,2010-07-23 03:46:10.500,2010,7
5687,0,7,7,7,70,7.69999980927,70.7,07/23/10,7,2010-07-23 03:47:10.110,2010,7
5688,1,8,8,8,80,8.80000019073,80.8,07/23/10,8,2010-07-23 03:48:10.180,2010,7
5689,0,9,9,9,90,9.89999961853,90.9,07/23/10,9,2010-07-23 03:49:10.260,2010,7
5690,1,0,0,0,0,0.0,0.0,07/24/10,0,2010-07-24 03:50:10.350,2010,7
5691,0,1,1,1,10,1.10000002384,10.1,07/24/10,1,2010-07-24 03:51:10.350,2010,7
5692,1,2,2,2,20,2.20000004768,20.2,07/24/10,2,2010-07-24 03:52:10.360,2010,7
5693,0,3,3,3,30,3.29999995232,30.3,07/24/10,3,2010-07-24 03:53:10.380,2010,7
5694,1,4,4,4,40,4.40000009537,40.4,07/24/10,4,2010-07-24 03:54:10.410,2010,7
5695,0,5,5,5,50,5.5,50.5,07/24/10,5,2010-07-24 03:55:10.450,2010,7
5696,1,6,6,6,60,6.59999990463,60.6,07/24/10,6,2010-07-24 03:56:10.500,2010,7
5697,0,7,7,7,70,7.69999980927,70.7,07/24/10,7,2010-07-24 03:57:10.560,2010,7
5698,1,8,8,8,80,8.80000019073,80.8,07/24/10,8,2010-07-24 03:58:10.630,2010,7
5699,0,9,9,9,90,9.89999961853,90.9,07/24/10,9,2010-07-24 03:59:10.710,2010,7
5700,1,0,0,0,0,0.0,0.0,07/25/10,0,2010-07-25 04:00:10.800,2010,7
5701,0,1,1,1,10,1.10000002384,10.1,07/25/10,1,2010-07-25 04:01:10.800,2010,7
5702,1,2,2,2,20,2.20000004768,20.2,07/25/10,2,2010-07-25 04:02:10.810,2010,7
5703,0,3,3,3,30,3.29999995232,30.3,07/25/10,3,2010-07-25 04:03:10.830,2010,7
5704,1,4,4,4,40,4.40000009537,40.4,07/25/10,4,2010-07-25 04:04:10.860,2010,7
5705,0,5,5,5,50,5.5,50.5,07/25/10,5,2010-07-25 04:05:10.900,2010,7
5706,1,6,6,6,60,6.59999990463,60.6,07/25/10,6,2010-07-25 04:06:10.950,2010,7
5707,0,7,7,7,70,7.69999980927,70.7,07/25/10,7,2010-07-25 04:07:11.100,2010,7
5708,1,8,8,8,80,8.80000019073,80.8,07/25/10,8,2010-07-25 04:08:11.800,2010,7
5709,0,9,9,9,90,9.89999961853,90.9,07/25/10,9,2010-07-25 04:09:11.160,2010,7
5710,1,0,0,0,0,0.0,0.0,07/26/10,0,2010-07-26 04:10:11.250,2010,7
5711,0,1,1,1,10,1.10000002384,10.1,07/26/10,1,2010-07-26 04:11:11.250,2010,7
5712,1,2,2,2,20,2.20000004768,20.2,07/26/10,2,2010-07-26 04:12:11.260,2010,7
5713,0,3,3,3,30,3.29999995232,30.3,07/26/10,3,2010-07-26 04:13:11.280,2010,7
5714,1,4,4,4,40,4.40000009537,40.4,07/26/10,4,2010-07-26 04:14:11.310,2010,7
5715,0,5,5,5,50,5.5,50.5,07/26/10,5,2010-07-26 04:15:11.350,2010,7
5716,1,6,6,6,60,6.59999990463,60.6,07/26/10,6,2010-07-26 04:16:11.400,2010,7
5717,0,7,7,7,70,7.69999980927,70.7,07/26/10,7,2010-07-26 04:17:11.460,2010,7
5718,1,8,8,8,80,8.80000019073,80.8,07/26/10,8,2010-07-26 04:18:11.530,2010,7
5719,0,9,9,9,90,9.89999961853,90.9,07/26/10,9,2010-07-26 04:19:11.610,2010,7
5720,1,0,0,0,0,0.0,0.0,07/27/10,0,2010-07-27 04:20:11.700,2010,7
5721,0,1,1,1,10,1.10000002384,10.1,07/27/10,1,2010-07-27 04:21:11.700,2010,7
5722,1,2,2,2,20,2.20000004768,20.2,07/27/10,2,2010-07-27 04:22:11.710,2010,7
5723,0,3,3,3,30,3.29999995232,30.3,07/27/10,3,2010-07-27 04:23:11.730,2010,7
5724,1,4,4,4,40,4.40000009537,40.4,07/27/10,4,2010-07-27 04:24:11.760,2010,7
5725,0,5,5,5,50,5.5,50.5,07/27/10,5,2010-07-27 04:25:11.800,2010,7
5726,1,6,6,6,60,6.59999990463,60.6,07/27/10,6,2010-07-27 04:26:11.850,2010,7
5727,0,7,7,7,70,7.69999980927,70.7,07/27/10,7,2010-07-27 04:27:11.910,2010,7
5728,1,8,8,8,80,8.80000019073,80.8,07/27/10,8,2010-07-27 04:28:11.980,2010,7
5729,0,9,9,9,90,9.89999961853,90.9,07/27/10,9,2010-07-27 04:29:12.600,2010,7
5730,1,0,0,0,0,0.0,0.0,07/28/10,0,2010-07-28 04:30:12.150,2010,7
5731,0,1,1,1,10,1.10000002384,10.1,07/28/10,1,2010-07-28 04:31:12.150,2010,7
5732,1,2,2,2,20,2.20000004768,20.2,07/28/10,2,2010-07-28 04:32:12.160,2010,7
5733,0,3,3,3,30,3.29999995232,30.3,07/28/10,3,2010-07-28 04:33:12.180,2010,7
5734,1,4,4,4,40,4.40000009537,40.4,07/28/10,4,2010-07-28 04:34:12.210,2010,7
5735,0,5,5,5,50,5.5,50.5,07/28/10,5,2010-07-28 04:35:12.250,2010,7
5736,1,6,6,6,60,6.59999990463,60.6,07/28/10,6,2010-07-28 04:36:12.300,2010,7
5737,0,7,7,7,70,7.69999980927,70.7,07/28/10,7,2010-07-28 04:37:12.360,2010,7
5738,1,8,8,8,80,8.80000019073,80.8,07/28/10,8,2010-07-28 04:38:12.430,2010,7
5739,0,9,9,9,90,9.89999961853,90.9,07/28/10,9,2010-07-28 04:39:12.510,2010,7
5740,1,0,0,0,0,0.0,0.0,07/29/10,0,2010-07-29 04:40:12.600,2010,7
5741,0,1,1,1,10,1.10000002384,10.1,07/29/10,1,2010-07-29 04:41:12.600,2010,7
5742,1,2,2,2,20,2.20000004768,20.2,07/29/10,2,2010-07-29 04:42:12.610,2010,7
5743,0,3,3,3,30,3.29999995232,30.3,07/29/10,3,2010-07-29 04:43:12.630,2010,7
5744,1,4,4,4,40,4.40000009537,40.4,07/29/10,4,2010-07-29 04:44:12.660,2010,7
5745,0,5,5,5,50,5.5,50.5,07/29/10,5,2010-07-29 04:45:12.700,2010,7
5746,1,6,6,6,60,6.59999990463,60.6,07/29/10,6,2010-07-29 04:46:12.750,2010,7
5747,0,7,7,7,70,7.69999980927,70.7,07/29/10,7,2010-07-29 04:47:12.810,2010,7
5748,1,8,8,8,80,8.80000019073,80.8,07/29/10,8,2010-07-29 04:48:12.880,2010,7
5749,0,9,9,9,90,9.89999961853,90.9,07/29/10,9,2010-07-29 04:49:12.960,2010,7
5750,1,0,0,0,0,0.0,0.0,07/30/10,0,2010-07-30 04:50:13.500,2010,7
5751,0,1,1,1,10,1.10000002384,10.1,07/30/10,1,2010-07-30 04:51:13.500,2010,7
5752,1,2,2,2,20,2.20000004768,20.2,07/30/10,2,2010-07-30 04:52:13.600,2010,7
5753,0,3,3,3,30,3.29999995232,30.3,07/30/10,3,2010-07-30 04:53:13.800,2010,7
5754,1,4,4,4,40,4.40000009537,40.4,07/30/10,4,2010-07-30 04:54:13.110,2010,7
5755,0,5,5,5,50,5.5,50.5,07/30/10,5,2010-07-30 04:55:13.150,2010,7
5756,1,6,6,6,60,6.59999990463,60.6,07/30/10,6,2010-07-30 04:56:13.200,2010,7
5757,0,7,7,7,70,7.69999980927,70.7,07/30/10,7,2010-07-30 04:57:13.260,2010,7
5758,1,8,8,8,80,8.80000019073,80.8,07/30/10,8,2010-07-30 04:58:13.330,2010,7
5759,0,9,9,9,90,9.89999961853,90.9,07/30/10,9,2010-07-30 04:59:13.410,2010,7
